id,ra,dec,zfinal,mass_med,sersic,radius_sersic,MAG_BEST,C,A,S,G,M20,M,I,D,G2,Base_flag,Type
622206,149.993852,2.272276,2.3586,9.44897,2.316184505,2.98372E-05,24.4294,3.571059,0.015605,0.059083,0.569694,-1.78207,0.038217,0.017647,0.158182,2.045716,0,SPH
622216,149.939581,2.292033,0.8929,8.78066,0.683486962,5.8853E-05,24.3144,1.970931,-0.053906,0.086179,0.425861,-1.205161,1,0.283204,0.302359,2.079172,0,UNC
622220,150.039581,2.255704,2.9058,9.71279,0.630002874,7.28076E-05,23.4272,2.442518,0.189126,0.023172,0.473575,-1.438221,0.015723,0.008589,0.213883,1.969589,0,LTD
622223,149.963917,2.283292,1.1246,8.92636,2.366453845,7.12409E-05,26.9655,2.013181,-0.350365,0,0.42358,-0.793319,1,0,0.178609,,,IRR
622229,149.93278,2.294558,0.8811,9.57908,1.310314635,7.33308E-05,23.7906,2.653093,-0.162363,0.004528,0.486114,-1.585766,0.035608,0.079568,0.018654,2.001505,0,LTD
622230,150.047351,2.252888,1.0583,9.15069,1.734981643,8.86312E-05,23.3369,2.906902,0.013788,-0.012652,0.479037,-1.745801,0.058824,0.153274,0.117634,2.014,0,ETD
622233,150.040456,2.255433,1.8577,9.0719,1.281338382,6.59963E-05,24.4895,2.92131,0.145068,0.023711,0.490647,-1.577512,0.048387,0,0.226896,1.998647,0,LTD
622249,149.962919,2.283873,2.8615,8.99561,2.874177669,5.06678E-05,25.5092,3.155579,-0.16419,0.073017,0.477543,-1.723995,0.229167,0.195123,0.088432,,,UNC
622253,150.036896,2.256908,2.1108,9.32034,1.810866303,0.0001477,23.7526,2.549123,0.145778,0.111504,0.512162,-1.180003,0.214286,0.471411,0.543911,2.00918,0,IRR
622255,150.054144,2.250708,0.9843,8.83674,0.480758501,6.94765E-05,24.3468,2.467648,-0.215305,0.056999,0.444607,-1.116784,0.666667,0.545956,0.411565,2.026355,0,UNC
622256,149.991994,2.273199,1.6844,9.9947,1.673795961,5.94001E-05,23.1914,3.228537,0.151875,-0.000291,0.509859,-1.5127,0.205882,0.319093,0.198186,1.957099,0,IRR
622262,149.998761,2.270878,1.9016,9.12797,1.008164228,3.01584E-05,24.821,2.550732,0.028149,0,0.518381,-1.706649,0.019802,0,0.016909,2.064985,0,SPH
622264,150.045675,2.253672,1.0454,10.09619,1.385434093,0.000169866,21.8682,3.048506,0.035066,0.041187,0.514494,-1.804536,0.067972,0.119126,0.11042,1.98398,0,LTD
622267,150.048401,2.252821,4.2362,9.59512,0.376687771,8.85157E-05,24.5499,2.221092,0.058202,0.010212,0.496411,-1.030988,0.333333,0.701171,0.340326,2.007966,0,LTD
622269,149.991064,2.273559,1.6408,10.18446,0.906856261,0.000139408,22.8194,2.603334,0.160465,0.252804,0.455794,-1.309297,0.34375,0.457905,0.100951,1.999641,0,ETD
622270,149.991271,2.273612,2.0341,8.98129,1.464650174,4.46282E-05,25.8571,2.145539,-0.07941,0,0.464057,-1.158268,1,0,0.179159,2.122026,0,IRR
622297,149.986575,2.275495,0.87,9.35166,3.20944563,1.77171E-05,22.4148,3.296057,0.026722,0,0.588057,-1.795171,0,0,0.053768,,,SPH
622306,150.065943,2.246607,3.8072,10.36476,1.100193472,0.000146583,23.3708,2.508043,0.13329,-0.00864,0.511113,-1.169741,0.805556,0.876209,0.605583,1.985281,0,IRR
622309,150.008669,2.26764,3.3874,8.92782,1.121973676,7.65201E-05,25.3801,2.887647,0.037143,0.022929,0.450416,-1.672626,0.063425,0.077118,0.158486,2.013017,0,SPH
622321,149.932216,2.295521,1.4293,8.81099,1.323993077,2.32235E-05,25.2377,2.676408,0.038337,0,0.478029,-1.614045,0.022727,0.00995,0.10606,2.017494,0,SPH
622323,149.991981,2.273816,1.681,8.75972,1.190891187,4.19936E-05,25.0412,3.245415,-0.053815,-0.024717,0.525677,-1.074188,0.179487,0.297583,0.469509,2.011106,0,IRR
622344,150.012513,2.266436,3.0188,10.01836,1.35263554,6.24632E-05,23.6893,2.90971,0.054446,0.009867,0.497518,-1.793859,0.001883,0,0.032889,1.914488,0,ETD
622358,150.039277,2.256596,1.1722,10.37961,1.372628721,3.60583E-05,23.3835,2.939422,0.002529,0.040877,0.571683,-1.690103,0.064014,0.021804,0.139043,2.056095,0,ETD
622359,150.039507,2.256685,2.4962,9.29143,1.136927851,4.94606E-05,24.9898,2.58866,-0.058781,0.066198,0.492084,-1.668453,0.078431,0.035032,0.202096,2.050713,0,IRR
622362,150.046571,2.254256,5.2557,9.05246,1.559590399,5.18254E-05,25.5078,2.34231,0.094792,0.010095,0.478371,-1.086267,0.125,0.192948,0.428795,2.004166,0,UNC
622364,150.048005,2.253597,0.5249,9.09304,0.64596767,8.06349E-05,22.5787,2.450658,-0.032511,0.019697,0.487975,-1.644392,0.021309,0.026887,0.06958,2.005822,0,ETD
622371,149.952849,2.288354,2.182,9.12132,1.049312687,0.000113625,25.3536,2.623089,-0.022192,0,0.547073,-1.242519,0.285714,0.078037,0.176542,2.014765,0,ETD
622376,149.946144,2.29082,1.2227,9.14298,1.647076263,4.5649E-05,23.7815,2.997837,-0.061971,-0.015058,0.489357,-1.824864,0.023256,0.060839,0.036891,2.015603,0,ETD
622385,149.940976,2.292687,1.5665,9.3895,1.875506455,4.66264E-05,24.3889,2.966072,0.00156,0.042692,0.486683,-1.892656,0.046154,0,0.028848,2.00797,0,IRR
622396,150.050668,2.252788,1.0038,9.1964,0.91831963,8.89281E-05,23.722,2.727351,-0.018403,-0.017148,0.486223,-1.626424,0.097744,0.436762,0.299567,2.009057,0,ETD
622397,150.008346,2.268356,1.7608,9.23836,2.651729001,6.60306E-05,24.1945,3.250296,-0.044803,-0.013912,0.541102,-1.903805,0.183962,0.222601,0.076432,1.991193,0,ETD
622399,150.04154,2.255465,0.8097,10.11225,1.084250803,0.000226005,21.9266,2.995807,-0.039021,0.01546,0.534569,-1.558967,0.074074,0.288659,0.169397,1.990977,0,LTD
622400,150.041841,2.25614,1.086,9.16638,2.490220182,4.29561E-05,24.7166,3.531318,-0.10884,-0.006104,0.503512,-2.080292,0.06422,0.054997,0.16111,2.022487,0,ETD
622402,150.037838,2.257566,0.8699,8.88827,0.920687605,0.000131787,24.3096,2.787683,-0.066698,-0.012099,0.442201,-1.369387,0.9,0.846028,0.508579,2.022797,0,UNC
622407,149.932947,2.295488,1.1481,10.589,1.765713604,0.000103517,21.2497,2.997346,0.283286,0.027283,0.568774,-1.548072,0.120567,0.280432,0.027383,1.847169,0,LTD
622414,150.061034,2.249295,2.1085,9.40947,3.540304372,1.95269E-05,24.9514,3.482065,-0.031465,0.047869,0.62682,-2.082694,0.09322,0.030798,0.041074,1.972402,0,SPH
622421,150.040542,2.256725,0.7183,9.14734,1.633719917,6.75702E-05,22.9006,3.115305,-0.007059,-0.008229,0.566197,-1.971864,0.034364,0.034638,0.030667,1.98413,0,ETD
622430,150.036818,2.258147,2.3476,8.88191,1.91753861,0.000123534,24.548,2.607169,-0.208222,-0.065362,0.457662,-0.791508,0.317073,0.264095,0.609678,2.036649,0,IRR
622437,149.996977,2.272631,0.9046,9.78002,0.636824817,7.70261E-05,22.3926,2.303196,0.064014,0.005607,0.470559,-1.398214,0.3,0.179461,0.076109,1.99862,0,LTD
622440,150.00969,2.268021,1.7787,9.66737,1.151332453,0.000105325,23.2763,2.864929,0.011627,0.017831,0.494785,-1.487044,0.173077,0.368409,0.056904,1.995306,0,LTD
622443,149.950398,2.289804,4.2669,8.86479,1.113299242,6.46481E-05,25.8945,2.301632,0.018461,-0.055564,0.446844,-1.229476,0.081545,0.183742,0.256691,2.005845,0,IRR
622445,150.056693,2.250544,1.6134,9.46009,1.731588061,0.000108932,23.6937,3.116455,-0.153123,-0.343417,0.523793,-1.49824,0.049213,0.446929,0.084628,2.000428,0,IRR
622446,150.056949,2.250698,1.8066,9.84018,3.435534282,6.09801E-05,22.1357,3.644633,0.192503,-0.025116,0.609083,-1.838377,0.032091,0.229381,0.09777,1.466943,0,ETD
622447,150.05647,2.250366,1.8822,8.81358,0.384922086,0.000101685,24.2444,2.860627,0.139559,0.01825,0.546012,-1.259427,0.317073,0.962051,0.44101,1.989332,0,IRR
622450,150.011914,2.26738,2.3378,9.7389,1.31816777,4.12674E-05,24.1415,2.808223,-0.085322,-0.015039,0.531629,-1.705126,0.088235,0.015509,0.06288,2.022569,0,ETD
622452,150.008796,2.268478,1.9066,9.22789,1.316617475,6.74051E-05,24.5274,3.083361,-0.062483,0.017174,0.470002,-1.694068,0.263158,0.228945,0.111618,2.017261,0,ETD
622455,149.951243,2.289501,1.702,8.86854,1.287530983,4.26276E-05,25.215,2.81799,-0.253926,0.000911,0.498551,-1.647724,0.024096,0,0.166571,2.075135,0,ETD
622463,149.963395,2.284693,1.0278,10.66047,6.98785634,0.000111419,22.8335,3.679725,-0.139892,-0.035185,0.541053,-2.084573,0.047016,0.05875,0.048623,1.9291,0,SPH
622464,149.957248,2.286481,0.8615,10.55192,0.638786409,0.000254703,21.6999,2.781064,-0.063197,-0.041567,0.579559,-1.669813,0.137438,0.218291,0.029956,1.991027,0,LTD
622473,150.034556,2.259072,2.4781,10.28662,0.620084998,0.000152068,24.9927,2.435778,-0.667388,-0.654139,0.487591,-1.226385,0.439024,0.463224,0.275473,2.022177,0,UNC
622478,149.9876,2.276415,4.0866,9.49054,1.43454845,4.39256E-05,24.8232,3.129648,0.068106,-0.003422,0.568118,-1.743973,0.046205,0.016796,0.081101,1.99154,0,ETD
622487,149.998973,2.272172,2.3974,10.3338,0.564575904,9.08881E-05,24.2167,2.718759,-0.03201,0.038427,0.470271,-1.382142,0.153846,0.383763,0.091245,2.039421,0,LTD
622507,150.021137,2.264404,3.4437,9.26753,0.300022995,5.25741E-05,24.3128,2.373417,0.169079,0.0188,0.503429,-1.360371,0.491228,0.568255,0.174277,1.994242,0,LTD
622512,149.967435,2.28342,0.6975,10.45134,2.947025165,0.000100779,20.631,3.652358,0.021772,0.001975,0.559037,-2.20399,0.003644,0.010683,0.016607,0.201836,0,ETD
622513,149.966839,2.283321,0.7659,9.65433,0.925190756,2.98166E-05,23.6245,3.036656,-0.042489,-0.018013,0.564631,-1.755383,0.023256,0.003147,0.095975,2.004105,0,ETD
622514,149.967407,2.282201,0.9448,10.33955,1.240974192,7.2344E-05,21.9971,2.440313,0.009819,0.006618,0.533162,-1.468895,0.029923,0.351139,0.011928,1.984251,0,ETD
622515,149.954029,2.28879,2.1168,8.92745,0.665078388,6.67135E-05,24.757,2.264541,-0.063514,0.075274,0.530715,-1.126517,0.8,0.84276,0.395576,2.07731,0,IRR
622526,150.049057,2.25434,1.6285,9.35213,1.734120968,5.84059E-05,24.6954,2.72999,-0.114853,0.017089,0.5048,-2.095585,0.16055,0.046545,0.076798,2.021862,0,LTD
622533,149.995322,2.273737,1.3178,9.44917,1.4354338,0.000168591,23.4314,2.85813,0.033955,-0.078447,0.546013,-1.459153,0.192661,0.248469,0.169679,1.994407,0,IRR
622537,150.059917,2.250394,3.289,9.0074,1.979754634,3.56663E-05,23.6494,3.116317,0.319083,0.020737,0.572191,-1.397296,0.014963,0,0.202255,1.810691,0,ETD
622544,150.018828,2.265387,2.3735,9.43466,1.637758973,8.87374E-05,24.4773,3.209344,-0.177269,0.028367,0.478067,-1.819204,0.096774,0.145688,0.076245,2.00702,0,ETD
622548,150.056688,2.251583,1.3608,9.69027,1.315006457,6.47492E-05,23.2601,3.09609,0.089829,0.039086,0.57463,-1.742662,0.027607,0.007268,0.084345,1.925129,0,ETD
622550,149.997704,2.273167,1.7856,9.35207,3.089135394,2.38702E-05,24.7414,3.189174,-0.135426,0,0.588147,-2.046321,0.116751,0.066343,0.05679,1.986852,0,SPH
622552,150.061328,2.250034,2.301,9.25938,0.977733535,4.08075E-05,24.396,2.949073,-0.033318,-0.026709,0.551484,-1.653738,0.072961,0.036596,0.158706,2.076385,0,ETD
622587,150.025744,2.263216,3.9316,9.68154,1.100649665,3.63394E-05,24.9356,2.733102,0.070232,-0.000991,0.51028,-1.769971,0.038123,0.014338,0.053487,2.000075,0,LTD
622597,149.964676,2.285459,3.3314,9.14578,1.447422938,3.04479E-05,24.6826,2.910496,0.045418,0.056226,0.565006,-1.747512,0.07362,0.058439,0.036418,1.964148,0,ETD
622607,150.001284,2.272196,2.6016,9.20693,0.986556699,4.63911E-05,24.5753,2.651828,-0.103257,-0.007956,0.489479,-1.69799,0.020619,0,0.088666,2.021559,0,ETD
622611,149.95241,2.28996,1.914,9.98131,1.837083173,3.2701E-05,24.1515,2.97463,-0.008539,0.052556,0.502162,-1.889818,0.025806,0,0.058327,2.046918,0,ETD
622612,150.060692,2.250583,1.1467,9.37934,1.083501178,5.66674E-05,23.9954,2.804449,0.030869,0.037124,0.440616,-1.675961,0.166667,0.152786,0.145081,2.078961,0,ETD
622629,150.007082,2.270211,2.0214,9.06677,0.969634609,8.60233E-05,24.6382,3.132466,-0.299289,-0.611836,0.46387,-1.24349,0.08377,0.213518,0.238504,2.0318,0,IRR
622633,149.990224,2.276388,2.1883,8.87867,0.894737691,3.71889E-05,25.8726,2.516564,-0.157489,0.074233,0.47671,-1.502148,0.173913,0,0.127805,2.064983,0,ETD
622643,149.996133,2.274289,5.9032,9.49942,2.436084144,7.1639E-05,24.6388,2.266656,0.120928,0.060647,0.479769,-1.226127,0.106061,0.358132,0.40021,2.024675,0,LTD
622646,149.985431,2.278213,0.6966,8.88893,1.195824833,6.3037E-05,24.0004,3.174326,-0.124851,-0.037429,0.525945,-1.905307,0.079439,0.082987,0.042564,2.015392,0,LTD
622654,150.067753,2.248391,4.6082,9.48459,2.043781939,5.65777E-05,25.2464,2.75575,0.01219,0.009065,0.468793,-1.608608,0.037559,0.049674,0.150275,1.999998,0,ETD
622658,150.016312,2.267117,2.5706,8.93678,0.309946054,8.33765E-05,25.7727,2.322919,-0.238172,0.036322,0.439617,-1.038748,0.866667,0.94438,0.839473,2.023971,0,UNC
622659,150.034358,2.260475,0.6034,9.13043,0.905280955,0.000117186,23.6808,2.278205,-0.008733,0.03056,0.409337,-1.279624,0.117438,0.359089,0.045668,2.019707,0,LTD
622662,150.015452,2.267491,3.9181,9.18906,3.12265223,4.38278E-07,25.6779,2.407595,0.057638,0,0.456488,-1.612656,0.021127,0,0.097522,2.017796,0,ETD
622666,149.964372,2.286034,1.7687,8.76887,0.30004738,6.12071E-05,24.8267,2.229607,0.082958,0.078317,0.461599,-0.912222,0.75,0.972455,0.441748,2.031043,0,IRR
622671,149.957173,2.288717,4.4732,9.64804,4.362776181,9.4003E-06,25.4826,3.373998,0.2753,0.050985,0.561122,-1.400223,0.309091,0.225972,0.196996,1.967717,0,SPH
622687,149.947534,2.292262,2.0782,9.01222,1.234741135,2.78971E-05,24.4428,2.885165,-0.048604,0.047688,0.494247,-1.756357,0.014925,0,0.041048,2.044282,0,ETD
622697,150.024834,2.264308,1.8228,8.9525,0.45442362,7.11139E-05,25.2316,2.37835,-0.480217,-0.186635,0.47818,-1.086559,0.230769,0.111903,0.200464,2.015206,0,IRR
622702,150.059533,2.251689,1.3937,9.46144,0.527361056,0.000104876,24.0333,3.21029,-0.03539,-0.011356,0.48462,-1.474515,0.053364,0.607946,0.050451,2.016228,0,IRR
622713,150.057801,2.252446,1.3759,8.80116,1.411230757,2.14685E-05,26.0467,2.524466,-0.063723,0,0.482375,-1.651318,0.047619,0,0.137962,2.0207,0,SPH
622719,149.937203,2.296168,1.7016,9.43983,1.060656347,9.88198E-05,24.3509,2.911753,-0.351281,-0.051963,0.493304,-1.476574,0.043367,0.498577,0.200454,2.013896,0,IRR
622724,150.044769,2.257255,1.4302,9.35192,2.205407608,4.39798E-05,24.7602,3.634211,0.058949,-0.025469,0.522332,-1.882995,0.116883,0.150622,0.14219,2.027313,8192,SPH
622732,149.994942,2.274987,1.8232,9.57085,1.01734088,6.90698E-05,23.1572,2.767127,0.155524,0.021086,0.526718,-1.548755,0.032624,0.468846,0.106161,1.960454,0,IRR
622733,149.995284,2.275187,1.7703,9.75825,1.516996655,3.52826E-05,23.1327,3.050801,0.095557,0.041951,0.523663,-1.718135,0.022013,0.005506,0.049239,1.858818,0,SPH
622734,149.951875,2.290931,2.0075,10.23288,0.875711253,9.74186E-05,23.056,2.703786,-0.11923,-0.037951,0.48104,-1.522651,0.052632,0.346139,0.089961,2.039842,0,LTD
622739,150.007796,2.27079,1.6405,9.46048,1.541892145,3.10446E-05,25.4623,2.73422,-0.194542,-0.021117,0.481966,-1.530901,0.327586,0.12809,0.088652,2.017918,0,UNC
622742,149.987515,2.278039,1.641,10.64939,1.2719934,2.98676E-05,23.0797,3.092639,0.001046,-0.007699,0.534338,-1.87166,0.012158,0,0.043013,1.938361,0,ETD
622746,149.94253,2.294513,1.7259,9.1979,2.24938969,4.93966E-05,24.7573,3.752678,-0.32124,-0.249418,0.518112,-1.869343,0.053476,0.063617,0.042093,2.057998,0,SPH
622752,150.056593,2.25261,0.5059,8.86515,0.860422476,0.000186666,23.2211,2.451762,-0.015521,0.031322,0.477695,-1.240361,0.186147,0.907562,0.245222,2.027226,0,UNC
622754,150.016338,2.267686,2.9123,9.16556,0.985531376,8.76059E-05,24.5782,2.853553,0.168917,-0.012275,0.549855,-1.544987,0.06875,0.660118,0.285969,2.003178,0,IRR
622761,150.01112,2.269689,4.785,9.19079,0.914441598,3.63763E-05,25.189,2.63141,0.022494,0.057145,0.500531,-1.669085,0.012579,0,0.022564,2.016793,0,LTD
622762,150.024725,2.264673,1.7167,9.68261,1.393113594,4.10672E-05,23.5842,2.940125,0.038043,0.012143,0.534546,-1.808525,0.020513,0.002124,0.029507,1.99076,0,ETD
622765,149.963986,2.286865,2,8.79335,5.534323203,0.000391091,25.5309,2.871028,-0.104238,0.059467,0.485705,-1.461604,0.147059,0.101245,0.395004,2.02361,0,UNC
622771,149.940568,2.2953,2.1144,8.8792,0.882752574,5.48329E-05,24.8975,2.695418,-0.032889,-0.061629,0.46839,-1.426549,0.148148,0,0.103627,2.020675,0,LTD
622774,150.050129,2.255406,1.8036,9.08768,1.574000088,6.29628E-05,24.4958,2.623938,0.085572,0.015087,0.520637,-1.369564,0.2,0.327799,0.164042,2.032151,0,IRR
622775,150.050467,2.254932,1.6544,11.00105,2.500754372,0.000158702,22.5748,3.144067,0.046417,-0.054409,0.561068,-1.533935,0.042516,0.053006,0.188877,2.002856,0,LTD
622784,150.003506,2.272432,1.8782,9.51557,1.174704704,8.29195E-05,23.9434,2.706582,-0.033213,-0.105382,0.502958,-1.489973,0.092742,0.119004,0.295099,1.962042,0,IRR
622787,150.007141,2.271136,2.4255,10.33562,1.08034843,0.000150908,24.5719,2.286559,-0.020985,-0.100365,0.480865,-1.155217,0.401198,0.131004,0.531137,2.081215,0,UNC
622790,149.942705,2.294729,2.7286,8.9138,1.12859998,7.98424E-05,25.6977,2.908104,-0.247776,-0.008103,0.415328,-0.946168,0.9375,0.758263,0.111513,2.029164,8192,IRR
622812,149.951329,2.29152,0.8228,9.88133,1.150349147,9.75557E-05,21.5237,2.667497,0.102699,-0.000611,0.500452,-1.590926,0.14433,0.275739,0.105148,1.925403,0,ETD
622819,149.994097,2.276221,2.0703,9.34911,1.00974805,6.48667E-05,24.0658,2.592268,-0.030504,0.018362,0.522538,-1.606138,0.162162,0.232345,0.200842,2.024186,0,IRR
622820,149.963487,2.286898,0.864,8.85406,1.024392056,0.000469089,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,,IRR
622821,149.963358,2.287293,2.4869,9.65122,0.855208169,7.04003E-05,23.7691,3.15221,0.06106,-0.010709,0.52906,-1.672559,0.095833,0.182919,0.223149,1.994263,0,ETD
622828,149.965085,2.286772,1.675,8.75962,0.889334629,9.41537E-05,25.4171,2.690894,-0.123616,-0.063889,0.469017,-1.371003,0.189189,0.333326,0.113837,2.03943,0,ETD
622830,149.962792,2.287584,3.5071,11.20388,1.014019861,6.3063E-05,22.7879,2.413325,0.294584,0.03046,0.446088,-1.37871,0.426471,0.298016,0.062735,1.925151,0,ETD
622836,149.94295,2.294915,1.6798,9.24705,2.166380473,9.04543E-05,24.7171,3.204445,-0.194139,0.018111,0.470216,-1.48199,0.2,0.116012,0.248362,2.020547,0,UNC
622848,149.954013,2.290962,0.8805,8.79649,1.067905058,5.79906E-05,24.0134,2.734885,-0.148976,-0.064174,0.52642,-1.640426,0.059524,0.03946,0.102139,2.028388,0,ETD
622861,150.068357,2.249557,4.1308,8.79433,0.521933237,3.09506E-05,26.0185,2.307416,0.023791,0.053318,0.441709,-1.491328,0.011765,0,0.107964,2.068251,0,ETD
622865,150.038794,2.259879,0.5799,9.59862,2.071873095,0.000257779,21.2438,2.861186,0.031196,0.022961,0.484001,-1.874167,0.046028,0.09557,0.041069,1.97209,0,LTD
622871,150.007752,2.271423,2.4754,9.96297,0.717600383,0.000140412,26.6848,1.34058,-0.208452,0,0.452192,-0.755026,0,0,0,2.035766,8192,IRR
622891,150.062411,2.25188,1.8264,8.81689,1.479475906,7.15515E-05,24.9362,3.399497,-0.107398,-0.058007,0.525805,-1.944028,0.089947,0.145346,0.037974,2.008399,0,ETD
622895,149.933542,2.298685,0.8694,9.11352,1.010916635,4.99235E-05,24.2837,2.576106,0.086321,0.047161,0.526895,-1.66499,0.067633,0.035481,0.078209,2.01513,0,ETD
622898,150.06645,2.2503,1.3287,10.25002,0.535641735,0.000110321,24.722,2.315444,0.013787,0,0.479242,-0.892511,0.142857,0,0.336226,2.007297,0,IRR
622915,149.944422,2.29486,0.8961,9.44023,0.659621046,0.000148181,22.6588,2.496278,0.069141,0.029417,0.516925,-1.228734,0.548387,0.710872,0.087436,2.001116,0,ETD
622921,149.933002,2.299086,1.9466,9.26802,1.529936464,3.60719E-05,24.8113,3.182981,0.040942,0.057114,0.47052,-1.720225,0.043103,0.019412,0.107452,2.011172,0,SPH
622924,149.937755,2.297296,2.033,9.06576,1.446679737,6.98821E-05,24.667,2.780129,-0.300992,-0.099965,0.544372,-1.467891,0.269231,0.280295,0.023149,2.00812,0,LTD
622926,149.937579,2.296957,1.4392,8.88565,1.050023201,2.60785E-05,23.7223,2.874904,0.224137,0,0.519575,-1.342815,0,0,0.118135,1.673198,0,SPH
622930,149.940364,2.296517,3.4348,9.63209,3.1578376,5.04795E-05,23.8368,3.181585,0.240283,0.011822,0.52475,-1.636671,0.011905,0,0.091948,1.828209,0,ETD
622935,150.003854,2.273495,4.0693,8.78588,6.760724777,0.000143531,27.1887,2.255044,-0.012044,0,0.535126,-1.397079,0.086957,0,0.211956,2.016285,0,UNC
622939,149.958753,2.289778,1.1933,10.14847,8.4,1.97883E-05,23.9589,3.599448,-0.040196,0.04525,0.576693,-2.012275,0.036304,0.034838,0.014635,1.892846,0,SPH
622943,149.934004,2.298822,0.896,9.26637,0.681300322,7.73149E-05,23.4944,2.788477,-0.162202,-0.013234,0.468585,-1.497169,0.047244,0.389097,0.090582,1.998941,0,LTD
622948,149.947831,2.293869,1.6668,9.612,0.933287615,6.06103E-05,24.2629,2.805059,0.003832,0.01975,0.489065,-1.687833,0.034188,0.057038,0.06027,2.054587,0,ETD
622963,149.952085,2.292464,1.8404,9.07557,1.021330612,4.76274E-05,24.5906,2.7254,0.056665,0.075363,0.541038,-1.707889,0.063291,0.020379,0.060851,2.073212,0,ETD
622965,149.94169,2.295854,3.0375,8.81609,1.058378479,6.54102E-05,25.2515,3.113715,0.027425,-0.012524,0.498759,-1.572622,0.142259,0.072396,0.097697,2.01562,0,IRR
622966,149.941829,2.29618,1.6805,9.9773,1.38517276,4.80464E-05,23.4098,3.12413,0.059701,0.01325,0.532738,-1.813466,0.012438,0.010091,0.087114,1.925693,0,ETD
622968,150.022788,2.266847,4.7491,10.10026,7.154253318,9.63284E-06,24.5767,2.91797,0.266573,0,0.533326,-1.603121,0.005618,0,0.157148,1.644229,0,SPH
622969,149.952663,2.292331,2.5078,8.93769,1.440488008,6.53031E-05,25.7548,2.998867,-0.651576,-0.520277,0.439951,-1.547206,1,0.114567,0.132326,2.02491,0,UNC
622977,150.005785,2.273002,0.8798,9.41422,4.33956519,0.000694157,23.772,3.114934,-0.156786,-0.037673,0.476772,-1.356082,0.271795,0.522718,0.091705,2.01488,8192,ETD
622992,149.935019,2.298388,0.93,9.0027,0.3,0.000166327,22.8266,2.524074,0.182863,-0.027654,0.492388,-1.24834,1,0.569593,0.352732,1.96622,0,IRR
623003,150.009289,2.271804,2.4065,10.62492,2.137128624,1.85394E-05,23.1073,2.986636,0.018614,0,0.532123,-1.803093,0,0,0.061605,1.150742,0,SPH
623006,149.95418,2.291771,1.0925,10.49414,3.432867362,4.5666E-05,22.0718,3.789435,-0.011162,-0.02024,0.605902,-2.1428,0.00831,0,0.02542,0.951857,0,SPH
623009,149.994816,2.27725,4.3356,9.081,0.375537478,8.59691E-05,24.7024,2.408726,0.19166,0.041895,0.562777,-0.932182,0.594595,0.71279,0.586854,1.991504,0,IRR
623011,150.007755,2.272489,2.459,9.89568,1.02866471,4.69293E-05,24.3913,2.486306,-0.071286,-0.019371,0.486665,-1.502956,0.064103,0.595218,0.151518,2.01195,0,UNC
623012,149.950325,2.293227,0.8677,9.63613,1.654856833,8.05134E-05,22.7743,2.954354,-0.049059,0.012899,0.474037,-1.575416,0.02171,0.08697,0.032711,2.001897,0,LTD
623019,149.933216,2.299566,2.0468,8.75032,1.783456953,1.72429E-05,23.4755,2.954357,0.081394,0,0.533506,-1.703411,0.011364,0,0.029465,1.607382,0,SPH
623026,149.938541,2.297768,0.8461,8.9422,1.444152149,2.66833E-05,25.0718,3.005473,-0.164281,0.075604,0.539889,-1.749145,0.078431,0,0.094054,2.059351,0,SPH
623039,150.064892,2.250655,0.9206,11.34996,4.622751765,0.000218634,19.8767,3.869668,0.04623,0.006717,0.575483,-2.221166,0.003298,0.005356,0.031469,0.08932,0,ETD
623048,149.948642,2.293808,1.0577,9.07349,1.060869796,0.0001922,26.6042,1.034724,-1.021302,0,0.451864,-0.746691,0.5,0.253337,0.235783,2.026063,8192,IRR
623052,149.954066,2.292288,2.0773,9.14158,0.609902126,6.07989E-05,24.9499,2.720266,0.141963,0.152693,0.522612,-1.103874,1,0.32523,0.306725,2.025979,0,IRR
623057,149.945129,2.295528,1.654,9.22998,0.929200853,5.43428E-05,24.0278,2.810993,0.068066,0.034888,0.50266,-1.483714,0.039216,0,0.228945,2.000574,0,ETD
623061,150.002574,2.274684,1.6554,9.28161,2.168689067,8.90197E-05,23.8951,3.272445,0.0913,0.01631,0.559571,-1.799347,0.234043,0.324527,0.236743,1.98566,0,IRR
623066,149.946227,2.295237,3.9976,9.16148,1.66784014,5.57283E-05,25.1539,2.969533,0.052351,0.005673,0.516127,-1.770253,0.034853,0.030952,0.126246,2.005477,0,ETD
623070,149.96217,2.289396,2.3418,9.7279,1.354335174,4.95266E-05,23.6257,2.743536,0.198816,0.008247,0.560138,-1.658411,0.039106,0.024402,0.191499,2.001594,0,ETD
623083,150.038904,2.261671,4.9099,8.88376,0.681633748,2.91819E-05,24.9029,2.537781,0.060936,0.059518,0.499675,-1.676351,0.015464,0,0.070168,1.988609,0,ETD
623089,149.94939,2.294258,1.5048,8.96876,0.700246262,2.76971E-05,24.987,2.567187,0.006338,0.076625,0.496762,-1.706481,0.047619,0.02169,0.086505,2.07599,0,SPH
623090,149.933964,2.299833,1.1314,8.9692,1.113935714,6.11112E-05,24.2684,2.720783,-0.186112,-0.01182,0.497271,-1.600843,0.061538,0.052576,0.185217,2.077589,0,ETD
623098,150.033181,2.263517,0.8984,9.56338,1.650176257,0.000163033,22.5746,3.069966,-0.052914,0.004071,0.588513,-1.805293,0.030432,0.109332,0.068818,2.003861,0,ETD
